SKU,Actual Size On TEMU,Quantity,Tracking
55365 plaid print XL,花色 / XL,1,9300111038400046035657
55365 plaid print XL,花色 / XL,1,9300111038400046035886
58013BlackL,黑色 / L,1,9300111038400045869222
58013BlackL,黑色 / L,1,9300111038400045869369
58013BlackL,黑色 / L,1,9300111038400045869413
58013BlackL,黑色 / L,1,9300111038400045869857
58013BlackM,黑色 / M,3,9300111038400045869390
58013BlackM,黑色 / M,1,9300111038400045869710
58013BlackM,黑色 / M,1,9300111038400045869789
58013BlackM,黑色 / M,1,9300111038400045870785
58013BlackS,黑色 / S,1,9300111038400045871027
58013BlackXL,黑色 / XL,1,9300111038400045869475
58013BlackXL,黑色 / XL,1,9300111038400045869819
6015 blue paisley PXL,藏青色 / petite L,1,9300111038400045869765
6015 RedTaupePlaid PXL,深棕色 / petite L,1,9300111038400045871287
6020066DazzlingBluePXL,DazzlingBlue / petite L,1,9300111038400046042389
6020066NilePXL,Nile / petite L,1,9300111038400046042013
6020066StonePXL,Stone / petite L,1,9300111038400046042396
6020069LivingCoralPL,LivingCoral / petite M,1,9300111038400046036104
6020069LivingCoralPXL,LivingCoral / petite L,1,9300111038400046036074
6020069SilverPL,Silver / petite M,1,9300111038400046035718
6020069StonePXL,Stone / petite L,1,9300111038400046035428
62300denim M,海蓝色 / M,1,9300111038400045976715
62300khaki M,卡其色 / M,1,9300111038400045976715
62300navy M,藏青色 / M,1,9300111038400045976715
63032 light denim PXL,浅蓝色 / petite L,1,9300111038400046042242
63032 mid denim PM,中蓝色 / petite S,1,9300111038400046042358
63043 light denim PXL,浅蓝色 / petite L,1,9300111038400046042518
63043 mid  denim PXL,中蓝色 / petite L,1,9300111038400046042518
63058 white PS,白色 / petite XS,1,9300111038400045870020
63058 white PXL,白色 / petite L,1,9300111038400046042495
70015 black 1X,黑色 / Plus 1XL,1,9300111038400046039709
70015 brown 3X,深棕色 / Plus 3XL,1,9300111038400046041740
70015 Tan 1X,驼色 / Plus 1XL,1,9300111038400046039709
7020066Stone1XL,Stone / 1XL,1,9300111038400046042174
7020066SummerGreen2XL,SummerGreen / 2XL,1,9300111038400046041948
7020066White2XL,White / 2XL,1,9300111038400046042204
7020069Black1X,Black / 1XL,1,9300111038400046041818
7020069Black1X,Black / 1XL,1,9300111038400046041757
7020069Black1X,Black / 1XL,1,9300111038400046041795
7020069Black1X,Black / 1XL,1,9300111038400046041900
7020069Black2X,Black / 2XL,1,9300111038400046041696
7020069Black3X,Black / 3XL,1,9300111038400046042273
7020069Black3X,Black / 3XL,1,9300111038400046042020
7020069Black3X,Black / 3XL,1,9300111038400046042488
7020069DazzlingBlue1X,DazzlingBlue / 1XL,1,9334611038400006614863
7020069DazzlingBlue1X,DazzlingBlue / 1XL,1,9300111038400046042228
7020069DazzlingBlue1X,DazzlingBlue / 1XL,1,9300111038400046041993
7020069DazzlingBlue1XL,DazzlingBlue / 1XL,1,9300111038400046023135
7020069DazzlingBlue2X,DazzlingBlue / 2XL,1,9300111038400046042044
7020069DazzlingBlue2X,DazzlingBlue / 2XL,1,9300111038400046042419
7020069DazzlingBlue3X,DazzlingBlue / 3XL,1,9300111038400046030997
7020069LivingCoral1X,LivingCoral / 1XL,1,9300111038400046034322
7020069LivingCoral1X,LivingCoral / 1XL,1,9334611038400006614863
7020069Nile1X,Nile / 1XL,1,9300111038400046035589
7020069Nile2XL,Nile / 2XL,1,9300111038400046023500
7020069PinkYarrow1X,PinkYarrow / 1XL,1,9300111038400046042471
7020069PrismPink1X,PrismPink / 1XL,1,9334611038400006614863
7020069Seafoam1X,Seafoam / 1XL,1,9300111038400046041702
7020069Seafoam1X,Seafoam / 1XL,1,9334611038400006614863
7020069Seafoam1X,Seafoam / 1XL,1,9300111038400046042228
7020069Seafoam1X,Seafoam / 1XL,1,9300111038400046042235
7020069Seafoam1X,Seafoam / 1XL,1,9300111038400046042099
7020069Seafoam1X,Seafoam / 1XL,1,9300111038400046041955
7020069Seafoam2X,Seafoam / 2XL,1,9300111038400046042341
7020069Seafoam2X,Seafoam / 2XL,1,9300111038400046041733
7020069Seafoam2X,Seafoam / 2XL,1,9300111038400046041887
7020069SkivvyPink1X,SkivvyPink / 1XL,1,9300111038400046041702
7020069Stone1X,Stone / 1XL,1,9300111038400046035626
7020069Stone3X,Stone / 3XL,1,9300111038400046030997
7020069White1X,White / 1XL,1,9300111038400046042136
7020069White2X,White / 2XL,1,9300111038400046041771
7020069White3X,White / 3XL,1,9300111038400046042273
7020069White3X,White / 3XL,1,9300111038400046041924
7020069White3XL,White / 3XL,1,9300111038400046023258
7020069White3XL,White / 3XL,1,9300111038400046023326
70408 indigo 1XL,藏青色 / Plus 1XL,1,9300111038400046035596
73032 light denim 2X,浅蓝色 / Plus 2XL,1,9300111038400046041870
73032 mid denim 3x,海蓝色 / Plus 3XL,1,9300111038400046035633
73032 mid denim 3X,天蓝色 / Plus 3XL,1,9300111038400046042525
73086 dark denim 1X,藏青色 / Plus 1XL,1,9300111038400046041962
73086 dark denim 1X,藏青色 / Plus 1XL,1,9300111038400046041832
73086 dark denim 3X,藏青色 / Plus 3XL,1,9300111038400046042068
73086 dark denim 3X,藏青色 / Plus 3XL,1,9300111038400046042440
73086 light denim 1X,浅蓝色 / Plus 1XL,1,9300111038400046041962
73086 med denim 1X,天蓝色 / Plus 1XL,1,9300111038400046041962
73086 med denim 2X,天蓝色 / Plus 2XL,1,9300111038400046042006
73086 med denim 2X,天蓝色 / Plus 2XL,1,9300111038400046042105
73086 med denim 3X,天蓝色 / Plus 3XL,1,9300111038400046041917
80197 heather grey M,黑灰色 / M,1,9300111038400046041849
80197 print M,花色 / M,1,9300111038400046041849
80219InkXL,Ink / XL,1,9300111038400045870716
80405-4162 black 2X,黑色 / Plus 2XL,1,9300111038400046042037
80405CyanBlueS,湖蓝色 / S,1,9300111038400045863275
80405FandangoPinkXL,深粉红 / XL,1,9300111038400045869321
80423Gold3XL,Gold / 3XL,1,9300111038400045869895
80423Olive1XL,Olive / 1XL,1,9300111038400045871188
80438WMagenta2XL,Magenta / 2XL,1,9300111038400045870846
853105  INK XL,藏青色 / XL,1,9300111038400045869253
853105  INK XL,藏青色 / XL,1,9300111038400045869680
853105BlackL,Black / L,1,9300111038400045978207
853105BlackL,Black / L,1,9300111038400045978467
853105BlackL,Black / L,1,9300111038400045978474
853105BlackM,Black / M,1,9300111038400045978108
853105BlackM,Black / M,1,9300111038400045978269
853105BlackS,Black / S,1,9300111038400045978115
853105BlackXL,Black / XL,1,9300111038400045978429
853105BlackXL,Black / XL,1,9300111038400045978535
853105BlackXL,Black / XL,1,9300111038400045978733
853105BoneXL,Bone / XL,1,9300111038400045978177
853105DenimL,Denim / L,1,9300111038400046035794
853105DenimL,Denim / L,1,9300111038400045978658
853105DenimXL,Denim / XL,1,9300111038400045978498
853105DenimXL,Denim / XL,1,9300111038400045978764
8766Denim14,Denim / XL,1,9300111038400046042457
8766Denim6,Denim / XS,1,9300111038400046023180
88053DenimS,Denim / S,1,9300111038400046023463
88053WhiteS,White / S,1,9300111038400045888209
88053WhiteS,White / S,1,9300111038400045888179
88053WhiteXL,White / XL,1,9300111038400045888087
88053WhiteXL,White / XL,1,9300111038400046041825
95357BlackL,Black / L,1,9300111038400045869338
95357BlackM,Black / M,1,9300111038400045863169
95357BlackM,Black / M,1,9300111038400045870884
95357BlackS,Black / S,1,9300111038400045860571
95357BlackXL,Black / XL,1,9334611038400006607285
95357BlackXL,Black / XL,1,9334611038400006607285
95357HeatherGreyL,Heather Grey / L,1,9300111038400045869512
95357HeatherGreyS,Heather Grey / S,1,9300111038400045860571
95357HeatherGreyXL,Heather Grey / XL,1,9334611038400006607285
95357HeatherGreyXL,Heather Grey / XL,1,9334611038400006607285
95357InkL,Ink / L,1,9300111038400045869468
95357InkL,Ink / L,1,9300111038400045870822
95357InkM,Ink / M,1,9300111038400045863169
95357InkM,Ink / M,1,9300111038400045863299
95357InkXL,Ink / XL,1,9334611038400006607285
95357InkXL,Ink / XL,1,9334611038400006607285
95357OliveM,Olive / M,1,9300111038400045863206
95357OliveM,Olive / M,1,9300111038400045863244
95357OliveXL,Olive / XL,1,9334611038400006607285
95357OliveXL,Olive / XL,1,9334611038400006607285
95357WineL,Wine / L,1,9300111038400045870013
95357WineL,Wine / L,1,9300111038400045870037
95357WineM,Wine / M,1,9300111038400045863299
95357WineXL,Wine / XL,1,9334611038400006607285
95359 olive L,橄榄绿 / L,1,9300111038400045869314
95359 olive M,橄榄绿 / M,1,9300111038400045859988
95366 black floral S,花色 / S,1,9300111038400045863244
95366 black floral XL,花色 / XL,1,9334611038400006607438
95366 blue paisley XL,藏青色 / XL,1,9334611038400006607438
95366 red paisley XL,酒红色 / XL,1,9300111038400045863183
95366 red paisley XL,酒红色 / XL,1,9334611038400006607438
95366 royal plaid L,黑灰色 / L,1,9300111038400045871133
95366 royal plaid XL,黑灰色 / XL,1,9334611038400006607438
95366#20 brown plaid L,褐色 / L,1,9300111038400045870761
95366#20 brown plaid M,褐色 / M,1,9300111038400045871096
95366#20 brown plaidXL,褐色 / XL,1,9300111038400045863183
95366#21 grey plaid L,石墨色 / L,1,9300111038400045869703
95366#21 grey plaid M,石墨色 / M,1,9300111038400045871249
95366#21 grey plaid XL,石墨色 / XL,1,9334611038400006607438
95390 heather grey XLs,黑灰色 / XL,1,9300111038400045870754
95390 royal plaid M,宝蓝色 / M,1,9300111038400045870778
95390G #23 Plaid  XL,黑灰色 / XL,1,9300111038400045888025
95392 black grey 6,黑灰色 / XS,1,9300111038400046041849
95392 black grey 8,黑灰色 / S,1,9300111038400046042433
95392 Black L,黑色 / L,1,9300111038400045978443
95401BlackWhiteCheckL,灰色 / L,1,9300111038400045869277
95401BlackWhiteCheckL,灰色 / L,1,9300111038400045871089
95401BlackWhiteCheckL,灰色 / L,1,9300111038400045871331
95401BlackWhiteCheckM,灰色 / M,1,9300111038400045863206
95401BlackWhiteCheckM,灰色 / M,1,9300111038400045869352
95401BlackWhiteCheckXL,灰色 / XL,1,9300111038400045869635
95401BlackWhiteCheckXL,灰色 / XL,1,9300111038400045870938
95401BlackWhiteCheckXL,灰色 / XL,1,9300111038400045871201
95431G oyster Size14,卡其色 / XL,1,9300111038400045888384
95504Black12,Black / L,1,9300111038400046023562
95504Black14,Black / XL,1,9300111038400046023333
95504Black16,Black / XXL,1,9300111038400046023470
95504Black8,Black / S,1,9300111038400045869796
95504Black8,Black / S,1,9300111038400045869963
95504Gold10,Gold / M,1,9300111038400045869444
95504Gold12,Gold / L,1,9300111038400045863305
95504Gold12,Gold / L,1,9300111038400045870747
95504Gold14,Gold / XL,1,9300111038400046023586
95504Gold14,Gold / XL,1,9300111038400046023425
95504Gold8,Gold / S,1,9300111038400046023197
95504Ink12,Ink / L,1,9300111038400046023296
95504Ink12,Ink / L,1,9300111038400046023364
95504Ink16,Ink / XXL,1,9300111038400046023654
95504Paprika12,Paprika / L,1,9300111038400045863305
95504Paprika12,Paprika / L,1,9300111038400046023999
95504Paprika16,Paprika / XXL,1,9300111038400046024002
95504Paprika6,Paprika / XS,1,9300111038400045870969
95517 black M,黑色 / M,1,9300111038400045978337
95517 black M,黑色 / M,1,9300111038400045978689
95517 black S,黑色 / S,2,9334611038400006612029
95517 Navy L,藏青色 / L,1,9300111038400045978726
95517 Navy L,藏青色 / L,1,9300111038400045978832
95517 Navy S,藏青色 / S,2,9334611038400006612029
95536GuavaXL,Guava / XL,1,9300111038400045869499
GreenTealXS,Green Teal / XS,1,9300111038400045888285
GreenTealXS,Green Teal / XS,1,9300111038400045888247
LimeGreen10,Lime Green / L,1,9300111038400045869567
LimeGreen6,Lime Green / S,1,9300111038400045871195
LimeGreen8,Lime Green / M,1,9300111038400045869673
Lt366 sunny lime -16,明黄色 / XXL,1,9300111038400045888056
LT366 sunny lime 4,明黄色 / XS,1,9300111038400045888032
Lt366 sunny lime 6,明黄色 / S,1,9300111038400045888254
LT366LimeGreen14,LimeGreen / XL,1,9300111038400046042211
LT366LimeGreen6,LimeGreen / S,1,9300111038400046023685
LT366LimeGreen6,LimeGreen / S,1,9300111038400046023630
LT366LimeGreen6,LimeGreen / S,1,9300111038400046023692
LT366LimeGreen8,LimeGreen / M,1,9300111038400046023678
LT366LimeGreen8,LimeGreen / M,1,9300111038400046023487
LT366LimeGreen8,LimeGreen / M,1,9300111038400046023319
LT366LimeGreen8,LimeGreen / M,1,9300111038400046023401
M022Black3X,Black / 3XL,1,9300111038400045888360
M022BlackM,Black / M,1,9300111038400046035466
M022BlackPL,Black / petite M,1,9300111038400045888216
M022BlackXL,Black / XL,1,9300111038400045888469
M022BlackXL,Black / XL,1,9334611038400006614399
M022Denim1XL,Denim / 1XL,1,9300111038400046035763
M022Denim1XL,Denim / 1XL,1,9300111038400046034322
M022Denim2XL,Denim / 2XL,1,9300111038400046035534
M022Denim2XL,Denim / 2XL,2,9300111038400046034407
M022DenimL,Denim / L,1,9300111038400045888247
M022DenimXL,Denim / XL,1,9300111038400046036159
M022KhakiL,Khaki / L,1,9300111038400045888247
M022KhakiL,Khaki / L,1,9300111038400045888292
M022KhakiL,Khaki / L,1,9300111038400045888599
M022KhakiXL,Khaki / XL,1,9300111038400045888230
M022Navy1X,Navy / 1XL,1,9300111038400045887998
M022Navy2X,Navy / 2XL,1,9300111038400045888278
M022Navy2X,Navy / 2XL,1,9300111038400045888513
M022Navy2X,Navy / 2XL,1,9300111038400046042297
M022Navy3X,Navy / 3XL,1,9300111038400045869833
M022NavyL,Navy / L,1,9300111038400046034315
M022NavyS,Navy / S,1,9300111038400046036098
M022NavyXL,Navy / XL,1,9300111038400046031437
M022NavyXL,Navy / XL,1,9334611038400006614399
M022Red1X,Red / 1XL,1,9300111038400045869956
M022Red3X,Red / 3XL,1,9300111038400045869994
M022Red3X,Red / 3XL,1,9300111038400045870860
M022Red3XL,Red / 3XL,1,9300111038400046030997
M022RedL,Red / L,1,9300111038400046034315
M022RedXL,Red / XL,1,9300111038400045888469
M022RedXL,Red / XL,1,9300111038400046036166
M022White1X,White / 1XL,1,9300111038400045870723
M022White2XL,White / 2XL,1,9300111038400046034407
M022WhitePXL,White / petite L,1,9300111038400046036005
M058 black M,黑色 / M,1,9300111038400045978863
N95401NavyM,Navy / M,1,9300111038400046023432
NS95401BlueGhXL,BlueGinghamPrint / XL,1,9300111038400045869826
ST366LimeGreen8,LimeGreen / S,1,9300111038400046036043
0066DazzlingBluePM,亮钢蓝 / petite S,1,9300111038400046464075
0066LivingCoralL,橙红色 / L,2,9334911038400000117644
0066LivingCoralM,橙红色 / M,2,9334911038400000117644
0066LivingCoralPM,橙红色 / petite S,1,9300111038400046456889
0066LivingCoralPM,橙红色 / petite S,1,9334611038400006634359
0066LivingCoralPS,橙红色 / petite XS,1,9300111038400046456889
0066LivingCoralS,橙红色 / S,2,9334911038400000117644
0066LivingCoralXL,橙红色 / XL,2,9334911038400000117644
0066PinkYarrowXL,亮粉色 / XL,1,9300111038400046464136
0066PrismPinkXL,藕色 / XL,1,9300111038400046464099
0066SeafoamS,浅蓝色 / S,1,9334611038400006634359
0066SeafoamXL,浅蓝色 / XL,1,9300111038400046464860
0066SkivvyPinkPM,杏色 / petite S,1,9334611038400006634359
0066SkivvyPinkPXL,杏色 / petite L,1,9300111038400046464389
0066StoneL,小麦色 / L,1,9334911038400000117644
0066StoneM,小麦色 / M,1,9334911038400000117644
0066StoneM,小麦色 / M,1,9300111038400046456841
0066StoneS,小麦色 / S,1,9334911038400000117644
0066StoneXL,小麦色 / XL,1,9334911038400000117644
0066SummerGreenXL,绿黄色 / XL,1,9300111038400046464303
0066SunlightS,黄色 / S,1,9334611038400006634359
0066WhiteS,白色 / S,1,9300111038400046464105
0069DazzlingBlueXL,DazzlingBlue / XL,1,9300111038400046464884
0069DazzlingBlueXL,DazzlingBlue / XL,2,9334611038400006634380
0069LivingCoralS,LivingCoral / S,1,9334611038400006634397
0069NileL,Nile / L,1,9300111038400046478188
0069NileM,Nile / M,1,9300111038400046477730
0069NileS,Nile / S,1,9300111038400046477860
0069NileS,Nile / S,1,9334611038400006634397
0069NileXL,Nile / XL,1,9300111038400046464518
0069NileXL,Nile / XL,1,9334611038400006634380
0069PrismPinkL,PrismPink / L,1,9300111038400046477761
0069SeaFoamL,SeaFoam / L,1,9300111038400046477938
0069SeafoamPM,Seafoam / petite S,1,9300111038400046464310
0069SeafogL,Seafog / L,1,9300111038400046464532
0069SeafogS,Seafog / S,1,9334611038400006634397
0069SilverS,Silver / S,1,9334611038400006634397
0069SilverXL,Silver / XL,1,9300111038400046464297
0069SkivvyPinkL,SkivvyPink / L,1,9300111038400046464488
0069SkivvyPinkS,SkivvyPink / S,1,9334611038400006634397
0069SunlightM,Sunlight / M,1,9300111038400046456841
0069WhiteL,White / L,1,9300111038400046464532
0069WhiteL,White / L,1,9300111038400046464174
0069WhiteXL,White / XL,1,9300111038400046464518
0069WhiteXL,White / XL,1,9334611038400006634380
0070 pink yarrow M,深粉红 / M,1,9300111038400046478126
0070 summer green M,草绿色 / M,1,9300111038400046477808
0071BachelorButtonL,BachelorButton / L,1,9300111038400046458753
0071BachelorButtonL,BachelorButton / L,1,9300111038400046458722
0077 lt green L,抹茶色 / L,1,9300111038400046354529
017 moon stone S,杏色 / S,1,9300111038400046403883
017 moon stone XL,杏色 / XL,1,9300111038400046408437
017 walnut L,栗色 / L,1,9300111038400046411505
017 walnut M,栗色 / M,1,9300111038400046412205
017 walnut XL,栗色 / XL,1,9300111038400046408437
017 white S,白色 / S,1,9300111038400046403883
017 white XL,白色 / XL,1,9300111038400046411567
2010013H taupe 12,土黄色 / L,1,9300111038400046411932
2010015 denim size 12,海蓝色 / L,1,9300111038400046412069
2010015 denim size 14,海蓝色 / XL,1,9300111038400046412137
2010015 H-taupe size 8,土黄色 / S,1,9300111038400046413103
2010015 H-taupe size10,土黄色 / M,1,9300111038400046411512
2010015 H-taupe size16,土黄色 / XXL,1,9300111038400046411901
2010015 H-taupe size16,土黄色 / XXL,1,9300111038400046412243
2010015 H-taupesize 12,土黄色 / L,1,9300111038400046411796
2010015 H-taupesize 12,土黄色 / L,1,9300111038400046412021
2010015 H-taupesize 14,土黄色 / XL,1,9300111038400046411680
2010015 H-taupesize 14,土黄色 / XL,1,9334611038400006632218
2010015Navy12,Navy / L,2,9300111038400046353065
2010015Navy16,Navy / XXL,1,9300111038400046356875
2010105Taupe10,Taupe / M,1,9300111038400046349952
2010105Taupe10,Taupe / M,1,9300111038400046356622
2010105Taupe16,Taupe / XXL,1,9300111038400046354888
2010105Taupe16,Taupe / XXL,1,9300111038400046359074
280 luggage XL,姜黄色 / XL,1,9300111038400046486848
50070 living coral L,桔红色 / L,1,9300111038400046464198
